# time_s	wind_ms	x1_blade_m	x2_tower_m	blade_velocity	tower_velocity
60.000	8.697	0.000	0.000	0.000	0.000
60.010	8.716	0.000	0.000	0.075	0.000
60.020	8.736	0.002	0.000	0.150	0.000
60.030	8.757	0.003	0.000	0.223	0.000
60.040	8.775	0.006	0.000	0.295	0.000
60.050	8.790	0.009	0.000	0.366	0.000
60.060	8.799	0.013	0.000	0.435	0.000
60.070	8.803	0.018	0.000	0.502	0.001
60.080	8.801	0.023	0.000	0.568	0.001
60.090	8.794	0.029	0.000	0.631	0.001
60.100	8.783	0.036	0.000	0.693	0.002
60.110	8.770	0.043	0.000	0.752	0.002
60.120	8.757	0.051	0.000	0.810	0.003
60.130	8.743	0.059	0.000	0.865	0.004
60.140	8.730	0.068	0.000	0.917	0.005
60.150	8.719	0.078	0.000	0.968	0.006
60.160	8.710	0.088	0.000	1.016	0.007
60.170	8.701	0.098	0.000	1.062	0.009
60.180	8.692	0.109	0.000	1.105	0.010
60.190	8.682	0.120	0.001	1.147	0.012
60.200	8.670	0.132	0.001	1.185	0.014
60.210	8.656	0.144	0.001	1.222	0.016
60.220	8.639	0.156	0.001	1.256	0.018
60.230	8.619	0.169	0.001	1.287	0.020
60.240	8.598	0.182	0.001	1.316	0.023
60.250	8.576	0.195	0.002	1.343	0.025
60.260	8.555	0.209	0.002	1.366	0.028
60.270	8.538	0.223	0.002	1.388	0.031
60.280	8.525	0.237	0.003	1.407	0.035
60.290	8.520	0.251	0.003	1.424	0.038
60.300	8.522	0.265	0.003	1.438	0.042
60.310	8.533	0.279	0.004	1.451	0.046
60.320	8.553	0.294	0.004	1.462	0.050
60.330	8.579	0.309	0.005	1.471	0.054
60.340	8.611	0.323	0.005	1.478	0.058
60.350	8.645	0.338	0.006	1.484	0.063
60.360	8.680	0.353	0.007	1.488	0.068
60.370	8.712	0.368	0.007	1.490	0.073
60.380	8.739	0.383	0.008	1.491	0.078
60.390	8.757	0.398	0.009	1.490	0.083
60.400	8.766	0.413	0.010	1.487	0.089
60.410	8.765	0.428	0.011	1.482	0.095
60.420	8.752	0.442	0.012	1.476	0.100
60.430	8.729	0.457	0.013	1.467	0.106
60.440	8.698	0.472	0.014	1.457	0.113
60.450	8.659	0.486	0.015	1.444	0.119
60.460	8.616	0.501	0.016	1.430	0.126
60.470	8.571	0.515	0.017	1.413	0.132
60.480	8.527	0.529	0.019	1.394	0.139
60.490	8.484	0.543	0.020	1.373	0.146
60.500	8.445	0.556	0.022	1.350	0.153
60.510	8.411	0.570	0.023	1.325	0.160
60.520	8.382	0.583	0.025	1.298	0.168
60.530	8.358	0.596	0.027	1.270	0.175
60.540	8.337	0.608	0.028	1.240	0.183
60.550	8.321	0.620	0.030	1.209	0.191
60.560	8.306	0.632	0.032	1.177	0.198
60.570	8.294	0.644	0.034	1.144	0.206
60.580	8.282	0.655	0.036	1.110	0.214
60.590	8.272	0.666	0.038	1.074	0.222
60.600	8.262	0.677	0.041	1.038	0.230
60.610	8.253	0.687	0.043	1.001	0.238
60.620	8.246	0.697	0.046	0.964	0.247
60.630	8.241	0.706	0.048	0.926	0.255
60.640	8.240	0.715	0.051	0.887	0.263
60.650	8.244	0.724	0.053	0.849	0.271
60.660	8.251	0.732	0.056	0.810	0.279
60.670	8.264	0.740	0.059	0.772	0.288
60.680	8.281	0.748	0.062	0.733	0.296
60.690	8.301	0.755	0.065	0.695	0.304
60.700	8.324	0.761	0.068	0.657	0.312
60.710	8.348	0.768	0.071	0.620	0.320
60.720	8.371	0.774	0.074	0.583	0.329
60.730	8.392	0.780	0.078	0.547	0.337
60.740	8.409	0.785	0.081	0.511	0.345
60.750	8.421	0.790	0.085	0.476	0.352
60.760	8.427	0.794	0.088	0.441	0.360
60.770	8.427	0.799	0.092	0.407	0.368
60.780	8.421	0.802	0.095	0.373	0.376
60.790	8.408	0.806	0.099	0.340	0.383
60.800	8.391	0.809	0.103	0.308	0.391
60.810	8.371	0.812	0.107	0.275	0.398
60.820	8.349	0.815	0.111	0.244	0.405
60.830	8.327	0.817	0.115	0.213	0.412
60.840	8.305	0.819	0.119	0.182	0.419
60.850	8.287	0.821	0.124	0.152	0.425
60.860	8.271	0.822	0.128	0.123	0.432
60.870	8.260	0.823	0.132	0.094	0.438
60.880	8.252	0.824	0.137	0.066	0.445
60.890	8.249	0.824	0.141	0.039	0.451
60.900	8.249	0.825	0.146	0.012	0.456
60.910	8.253	0.825	0.150	-0.013	0.462
60.920	8.258	0.824	0.155	-0.038	0.468
60.930	8.265	0.824	0.160	-0.061	0.473
60.940	8.272	0.823	0.164	-0.084	0.478
60.950	8.279	0.822	0.169	-0.105	0.483
60.960	8.285	0.821	0.174	-0.125	0.487
60.970	8.290	0.820	0.179	-0.143	0.492
60.980	8.293	0.818	0.184	-0.160	0.496
60.990	8.295	0.817	0.189	-0.176	0.500
61.000	8.295	0.815	0.194	-0.191	0.503
61.010	8.294	0.813	0.199	-0.204	0.507
61.020	8.292	0.811	0.204	-0.216	0.510
61.030	8.289	0.808	0.209	-0.228	0.513
61.040	8.287	0.806	0.214	-0.238	0.516
61.050	8.285	0.804	0.219	-0.246	0.518
61.060	8.284	0.801	0.225	-0.254	0.520
61.070	8.285	0.799	0.230	-0.260	0.522
61.080	8.288	0.796	0.235	-0.264	0.524
61.090	8.293	0.793	0.240	-0.268	0.525
61.100	8.300	0.791	0.245	-0.270	0.526
61.110	8.310	0.788	0.251	-0.271	0.527
61.120	8.322	0.785	0.256	-0.270	0.528
61.130	8.337	0.783	0.261	-0.268	0.528
61.140	8.354	0.780	0.267	-0.265	0.528
61.150	8.372	0.777	0.272	-0.260	0.528
61.160	8.392	0.775	0.277	-0.255	0.528
61.170	8.412	0.772	0.282	-0.248	0.527
61.180	8.432	0.770	0.288	-0.239	0.526
61.190	8.451	0.767	0.293	-0.230	0.525
61.200	8.469	0.765	0.298	-0.220	0.523
61.210	8.485	0.763	0.303	-0.208	0.521
61.220	8.499	0.761	0.309	-0.195	0.519
61.230	8.510	0.759	0.314	-0.182	0.517
61.240	8.519	0.757	0.319	-0.167	0.515
61.250	8.526	0.756	0.324	-0.152	0.512
61.260	8.531	0.754	0.329	-0.136	0.509
61.270	8.536	0.753	0.334	-0.119	0.506
61.280	8.541	0.752	0.339	-0.101	0.503
61.290	8.546	0.751	0.344	-0.083	0.499
61.300	8.554	0.750	0.349	-0.065	0.495
61.310	8.563	0.750	0.354	-0.046	0.491
61.320	8.574	0.749	0.359	-0.026	0.487
61.330	8.588	0.749	0.364	-0.005	0.482
61.340	8.604	0.749	0.369	0.016	0.478
