# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.037	0.000
60.020	0.001	0.000	0.073	0.000
60.030	0.002	0.000	0.109	0.000
60.040	0.003	0.000	0.144	0.000
60.050	0.005	0.000	0.179	0.000
60.060	0.006	0.000	0.214	0.000
60.070	0.009	0.000	0.247	0.000
60.080	0.011	0.000	0.280	0.000
60.090	0.014	0.000	0.312	0.001
60.100	0.018	0.000	0.343	0.001
60.110	0.021	0.000	0.373	0.001
60.120	0.025	0.000	0.403	0.002
60.130	0.029	0.000	0.431	0.002
60.140	0.034	0.000	0.458	0.002
60.150	0.038	0.000	0.484	0.003
60.160	0.043	0.000	0.509	0.004
60.170	0.049	0.000	0.533	0.004
60.180	0.054	0.000	0.556	0.005
60.190	0.060	0.000	0.578	0.006
60.200	0.066	0.000	0.599	0.007
60.210	0.072	0.000	0.619	0.008
60.220	0.078	0.001	0.637	0.009
60.230	0.084	0.001	0.654	0.010
60.240	0.091	0.001	0.670	0.011
60.250	0.098	0.001	0.685	0.013
60.260	0.105	0.001	0.698	0.014
60.270	0.112	0.001	0.710	0.016
60.280	0.119	0.001	0.721	0.017
60.290	0.126	0.001	0.731	0.019
60.300	0.134	0.002	0.740	0.021
60.310	0.141	0.002	0.748	0.023
60.320	0.149	0.002	0.755	0.025
60.330	0.156	0.002	0.761	0.027
60.340	0.164	0.003	0.766	0.029
60.350	0.171	0.003	0.770	0.032
60.360	0.179	0.003	0.774	0.034
60.370	0.187	0.004	0.776	0.037
60.380	0.195	0.004	0.777	0.039
60.390	0.203	0.004	0.778	0.042
60.400	0.210	0.005	0.777	0.045
60.410	0.218	0.005	0.776	0.048
60.420	0.226	0.006	0.773	0.051
60.430	0.233	0.006	0.770	0.054
60.440	0.241	0.007	0.765	0.057
60.450	0.249	0.007	0.759	0.060
60.460	0.256	0.008	0.752	0.064
60.470	0.264	0.009	0.745	0.067
60.480	0.271	0.009	0.736	0.071
60.490	0.279	0.010	0.726	0.074
60.500	0.286	0.011	0.714	0.078
60.510	0.293	0.012	0.702	0.082
60.520	0.300	0.013	0.689	0.085
60.530	0.307	0.013	0.675	0.089
60.540	0.313	0.014	0.660	0.093
60.550	0.320	0.015	0.645	0.097
60.560	0.326	0.016	0.629	0.101
60.570	0.332	0.017	0.612	0.105
60.580	0.338	0.018	0.594	0.109
60.590	0.344	0.019	0.576	0.113
60.600	0.350	0.021	0.558	0.118
60.610	0.355	0.022	0.539	0.122
60.620	0.361	0.023	0.520	0.126
60.630	0.366	0.024	0.500	0.130
60.640	0.371	0.026	0.480	0.135
60.650	0.375	0.027	0.460	0.139
60.660	0.380	0.028	0.439	0.143
60.670	0.384	0.030	0.419	0.148
60.680	0.388	0.031	0.398	0.152
60.690	0.392	0.033	0.377	0.156
60.700	0.396	0.035	0.357	0.160
60.710	0.399	0.036	0.336	0.165
60.720	0.403	0.038	0.316	0.169
60.730	0.406	0.040	0.296	0.173
60.740	0.408	0.041	0.276	0.177
60.750	0.411	0.043	0.256	0.182
60.760	0.414	0.045	0.237	0.186
60.770	0.416	0.047	0.217	0.190
60.780	0.418	0.049	0.198	0.194
60.790	0.420	0.051	0.179	0.198
60.800	0.422	0.053	0.160	0.202
60.810	0.423	0.055	0.141	0.205
60.820	0.424	0.057	0.123	0.209
60.830	0.425	0.059	0.105	0.213
60.840	0.426	0.061	0.087	0.216
60.850	0.427	0.063	0.070	0.220
60.860	0.428	0.065	0.053	0.223
60.870	0.428	0.068	0.036	0.227
60.880	0.429	0.070	0.020	0.230
60.890	0.429	0.072	0.004	0.233
60.900	0.429	0.075	-0.011	0.236
60.910	0.428	0.077	-0.026	0.239
60.920	0.428	0.079	-0.040	0.242
60.930	0.428	0.082	-0.054	0.245
60.940	0.427	0.084	-0.067	0.248
60.950	0.426	0.087	-0.080	0.250
60.960	0.425	0.089	-0.092	0.253
60.970	0.424	0.092	-0.103	0.255
60.980	0.423	0.094	-0.114	0.257
60.990	0.422	0.097	-0.124	0.259
61.000	0.421	0.100	-0.133	0.261
61.010	0.420	0.102	-0.142	0.263
61.020	0.418	0.105	-0.150	0.264
61.030	0.417	0.108	-0.158	0.266
61.040	0.415	0.110	-0.164	0.267
61.050	0.413	0.113	-0.170	0.269
61.060	0.411	0.116	-0.176	0.270
