# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.017	0.000
60.020	0.000	0.000	0.033	0.000
60.030	0.001	0.000	0.049	0.000
60.040	0.001	0.000	0.065	0.000
60.050	0.002	0.000	0.081	0.000
60.060	0.003	0.000	0.097	0.000
60.070	0.004	0.000	0.113	0.000
60.080	0.005	0.000	0.128	0.000
60.090	0.007	0.000	0.143	0.000
60.100	0.008	0.000	0.157	0.000
60.110	0.010	0.000	0.171	0.001
60.120	0.011	0.000	0.185	0.001
60.130	0.013	0.000	0.198	0.001
60.140	0.015	0.000	0.211	0.001
60.150	0.018	0.000	0.224	0.001
60.160	0.020	0.000	0.236	0.002
60.170	0.022	0.000	0.247	0.002
60.180	0.025	0.000	0.259	0.002
60.190	0.028	0.000	0.269	0.003
60.200	0.030	0.000	0.279	0.003
60.210	0.033	0.000	0.289	0.004
60.220	0.036	0.000	0.298	0.004
60.230	0.039	0.000	0.307	0.005
60.240	0.042	0.000	0.315	0.005
60.250	0.045	0.000	0.322	0.006
60.260	0.049	0.000	0.329	0.007
60.270	0.052	0.001	0.336	0.007
60.280	0.055	0.001	0.342	0.008
60.290	0.059	0.001	0.347	0.009
60.300	0.062	0.001	0.352	0.010
60.310	0.066	0.001	0.356	0.011
60.320	0.069	0.001	0.360	0.012
60.330	0.073	0.001	0.363	0.013
60.340	0.077	0.001	0.366	0.014
60.350	0.080	0.001	0.369	0.015
60.360	0.084	0.002	0.371	0.016
60.370	0.088	0.002	0.373	0.017
60.380	0.091	0.002	0.374	0.018
60.390	0.095	0.002	0.375	0.020
60.400	0.099	0.002	0.375	0.021
60.410	0.103	0.002	0.375	0.022
60.420	0.106	0.003	0.374	0.024
60.430	0.110	0.003	0.373	0.025
60.440	0.114	0.003	0.371	0.027
60.450	0.118	0.003	0.369	0.028
60.460	0.121	0.004	0.366	0.030
60.470	0.125	0.004	0.363	0.031
60.480	0.129	0.004	0.359	0.033
60.490	0.132	0.005	0.354	0.035
60.500	0.136	0.005	0.349	0.036
60.510	0.139	0.005	0.344	0.038
60.520	0.143	0.006	0.338	0.040
60.530	0.146	0.006	0.332	0.042
60.540	0.149	0.007	0.325	0.044
60.550	0.152	0.007	0.318	0.046
60.560	0.156	0.008	0.310	0.048
60.570	0.159	0.008	0.302	0.050
60.580	0.162	0.009	0.294	0.052
60.590	0.164	0.009	0.285	0.054
60.600	0.167	0.010	0.277	0.056
60.610	0.170	0.010	0.268	0.058
60.620	0.173	0.011	0.258	0.060
60.630	0.175	0.011	0.249	0.062
60.640	0.178	0.012	0.239	0.064
60.650	0.180	0.013	0.230	0.066
60.660	0.182	0.013	0.220	0.068
60.670	0.184	0.014	0.210	0.070
60.680	0.186	0.015	0.200	0.072
60.690	0.188	0.015	0.190	0.074
60.700	0.190	0.016	0.180	0.076
60.710	0.192	0.017	0.170	0.078
60.720	0.194	0.018	0.159	0.080
60.730	0.195	0.019	0.149	0.082
60.740	0.197	0.019	0.139	0.084
60.750	0.198	0.020	0.129	0.086
60.760	0.199	0.021	0.119	0.088
60.770	0.200	0.022	0.109	0.090
60.780	0.201	0.023	0.099	0.092
60.790	0.202	0.024	0.089	0.094
60.800	0.203	0.025	0.080	0.096
60.810	0.204	0.026	0.070	0.098
60.820	0.204	0.027	0.060	0.100
60.830	0.205	0.028	0.051	0.102
60.840	0.205	0.029	0.041	0.103
60.850	0.206	0.030	0.032	0.105
60.860	0.206	0.031	0.022	0.107
60.870	0.206	0.032	0.013	0.108
60.880	0.206	0.033	0.004	0.110
60.890	0.206	0.034	-0.004	0.112
60.900	0.206	0.035	-0.013	0.113
60.910	0.206	0.037	-0.021	0.115
60.920	0.206	0.038	-0.029	0.116
60.930	0.206	0.039	-0.036	0.117
60.940	0.205	0.040	-0.044	0.119
60.950	0.205	0.041	-0.051	0.120
60.960	0.204	0.042	-0.057	0.121
60.970	0.204	0.044	-0.064	0.122
60.980	0.203	0.045	-0.070	0.123
60.990	0.202	0.046	-0.075	0.124
61.000	0.201	0.047	-0.081	0.125
61.010	0.201	0.049	-0.086	0.126
61.020	0.200	0.050	-0.091	0.127
61.030	0.199	0.051	-0.095	0.128
61.040	0.198	0.052	-0.099	0.128
61.050	0.197	0.054	-0.103	0.129
61.060	0.196	0.055	-0.106	0.129
61.070	0.195	0.056	-0.109	0.130
61.080	0.194	0.058	-0.112	0.130
61.090	0.192	0.059	-0.114	0.131
61.100	0.191	0.060	-0.116	0.131
61.110	0.190	0.062	-0.118	0.131
61.120	0.189	0.063	-0.119	0.131
61.130	0.188	0.064	-0.119	0.131
61.140	0.186	0.065	-0.120	0.131
61.150	0.185	0.067	-0.120	0.131
61.160	0.184	0.068	-0.119	0.131
61.170	0.183	0.069	-0.118	0.130
61.180	0.182	0.071	-0.117	0.130
61.190	0.181	0.072	-0.115	0.130
61.200	0.179	0.073	-0.113	0.129
61.210	0.178	0.075	-0.111	0.129
61.220	0.177	0.076	-0.108	0.128
61.230	0.176	0.077	-0.105	0.127
61.240	0.175	0.078	-0.101	0.127
61.250	0.174	0.080	-0.098	0.126
61.260	0.173	0.081	-0.094	0.125
61.270	0.172	0.082	-0.090	0.124
61.280	0.171	0.083	-0.085	0.123
61.290	0.171	0.085	-0.080	0.122
61.300	0.170	0.086	-0.075	0.121
61.310	0.169	0.087	-0.070	0.119
61.320	0.168	0.088	-0.064	0.118
61.330	0.168	0.089	-0.059	0.117
61.340	0.167	0.091	-0.052	0.115
61.350	0.167	0.092	-0.046	0.114
61.360	0.166	0.093	-0.040	0.112
61.370	0.166	0.094	-0.033	0.111
61.380	0.166	0.095	-0.026	0.109
61.390	0.165	0.096	-0.019	0.108
61.400	0.165	0.097	-0.012	0.106
61.410	0.165	0.098	-0.005	0.104
61.420	0.165	0.099	0.002	0.102
61.430	0.165	0.100	0.010	0.100
61.440	0.165	0.101	0.017	0.099
61.450	0.166	0.102	0.025	0.097
61.460	0.166	0.103	0.032	0.095
61.470	0.166	0.104	0.039	0.093
61.480	0.167	0.105	0.047	0.091
61.490	0.167	0.106	0.054	0.089
61.500	0.168	0.107	0.061	0.087
61.510	0.168	0.108	0.068	0.084
61.520	0.169	0.109	0.074	0.082
61.530	0.170	0.109	0.081	0.080
61.540	0.171	0.110	0.088	0.078
61.550	0.172	0.111	0.094	0.076
61.560	0.173	0.112	0.101	0.074
61.570	0.174	0.112	0.108	0.071
61.580	0.175	0.113	0.114	0.069
61.590	0.176	0.114	0.120	0.067
61.600	0.177	0.114	0.126	0.065
61.610	0.178	0.115	0.132	0.062
61.620	0.180	0.116	0.138	0.060
61.630	0.181	0.116	0.143	0.058
61.640	0.183	0.117	0.149	0.055
61.650	0.184	0.117	0.154	0.053
61.660	0.186	0.118	0.159	0.051
61.670	0.187	0.118	0.164	0.049
61.680	0.189	0.119	0.168	0.046
61.690	0.191	0.119	0.172	0.044
61.700	0.192	0.120	0.176	0.042
61.710	0.194	0.120	0.180	0.039
61.720	0.196	0.120	0.184	0.037
61.730	0.198	0.121	0.187	0.035
61.740	0.200	0.121	0.190	0.033
61.750	0.202	0.121	0.193	0.030
61.760	0.204	0.122	0.195	0.028
61.770	0.206	0.122	0.198	0.026
61.780	0.208	0.122	0.200	0.024
61.790	0.210	0.123	0.202	0.022
61.800	0.212	0.123	0.204	0.020
61.810	0.214	0.123	0.206	0.017
61.820	0.216	0.123	0.207	0.015
61.830	0.218	0.123	0.208	0.013
61.840	0.220	0.123	0.210	0.011
61.850	0.222	0.123	0.210	0.009
61.860	0.224	0.124	0.211	0.007
61.870	0.226	0.124	0.211	0.005
61.880	0.228	0.124	0.211	0.003
61.890	0.230	0.124	0.210	0.002
61.900	0.233	0.124	0.209	-0.000
61.910	0.235	0.124	0.208	-0.002
61.920	0.237	0.124	0.206	-0.004
61.930	0.239	0.124	0.204	-0.006
61.940	0.241	0.124	0.202	-0.008
61.950	0.243	0.123	0.199	-0.009
61.960	0.245	0.123	0.196	-0.011
61.970	0.247	0.123	0.193	-0.013
61.980	0.249	0.123	0.190	-0.014
61.990	0.250	0.123	0.186	-0.016
62.000	0.252	0.123	0.182	-0.017
62.010	0.254	0.123	0.178	-0.019
62.020	0.256	0.122	0.173	-0.020
62.030	0.258	0.122	0.169	-0.022
62.040	0.259	0.122	0.165	-0.023
62.050	0.261	0.122	0.160	-0.024
62.060	0.262	0.121	0.155	-0.026
62.070	0.264	0.121	0.151	-0.027
62.080	0.265	0.121	0.146	-0.028
62.090	0.267	0.121	0.141	-0.030
62.100	0.268	0.120	0.136	-0.031
62.110	0.270	0.120	0.131	-0.032
62.120	0.271	0.120	0.126	-0.033
62.130	0.272	0.119	0.120	-0.034
62.140	0.273	0.119	0.115	-0.035
62.150	0.274	0.119	0.109	-0.036
62.160	0.275	0.118	0.103	-0.037
62.170	0.276	0.118	0.097	-0.038
62.180	0.277	0.118	0.091	-0.039
62.190	0.278	0.117	0.085	-0.040
62.200	0.279	0.117	0.078	-0.041
62.210	0.280	0.116	0.072	-0.042
