# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.059	0.000
60.020	0.001	0.000	0.118	0.000
60.030	0.003	0.000	0.176	0.000
60.040	0.005	0.000	0.233	0.000
60.050	0.007	0.000	0.289	0.000
60.060	0.010	0.000	0.344	0.000
60.070	0.014	0.000	0.397	0.001
60.080	0.018	0.000	0.450	0.001
60.090	0.023	0.000	0.501	0.001
60.100	0.028	0.000	0.550	0.001
60.110	0.034	0.000	0.598	0.002
60.120	0.040	0.000	0.643	0.003
60.130	0.047	0.000	0.688	0.003
60.140	0.054	0.000	0.730	0.004
60.150	0.062	0.000	0.771	0.005
60.160	0.070	0.000	0.810	0.006
60.170	0.078	0.000	0.847	0.007
60.180	0.086	0.000	0.883	0.008
60.190	0.095	0.000	0.916	0.009
60.200	0.105	0.001	0.948	0.011
60.210	0.114	0.001	0.978	0.012
60.220	0.124	0.001	1.006	0.014
60.230	0.135	0.001	1.032	0.016
60.240	0.145	0.001	1.056	0.018
60.250	0.156	0.001	1.078	0.020
60.260	0.167	0.002	1.098	0.023
60.270	0.178	0.002	1.116	0.025
60.280	0.189	0.002	1.132	0.028
60.290	0.200	0.002	1.147	0.030
60.300	0.212	0.003	1.159	0.033
60.310	0.223	0.003	1.170	0.036
60.320	0.235	0.003	1.180	0.040
60.330	0.247	0.004	1.188	0.043
60.340	0.259	0.004	1.195	0.047
60.350	0.271	0.005	1.200	0.050
60.360	0.283	0.005	1.204	0.054
60.370	0.295	0.006	1.207	0.058
60.380	0.307	0.006	1.208	0.062
60.390	0.319	0.007	1.208	0.067
60.400	0.331	0.008	1.206	0.071
60.410	0.343	0.008	1.203	0.076
60.420	0.355	0.009	1.198	0.080
60.430	0.367	0.010	1.192	0.085
60.440	0.379	0.011	1.184	0.090
60.450	0.391	0.012	1.174	0.095
60.460	0.403	0.013	1.163	0.101
60.470	0.414	0.014	1.150	0.106
60.480	0.426	0.015	1.135	0.111
60.490	0.437	0.016	1.118	0.117
60.500	0.448	0.017	1.100	0.123
60.510	0.459	0.019	1.080	0.129
60.520	0.470	0.020	1.059	0.135
60.530	0.480	0.021	1.037	0.141
60.540	0.490	0.023	1.013	0.147
60.550	0.500	0.024	0.989	0.153
60.560	0.510	0.026	0.963	0.159
60.570	0.520	0.027	0.936	0.166
60.580	0.529	0.029	0.908	0.172
60.590	0.538	0.031	0.880	0.178
60.600	0.546	0.033	0.851	0.185
60.610	0.555	0.035	0.821	0.192
60.620	0.563	0.036	0.791	0.198
60.630	0.571	0.038	0.760	0.205
60.640	0.578	0.041	0.729	0.211
60.650	0.585	0.043	0.698	0.218
60.660	0.592	0.045	0.666	0.225
60.670	0.598	0.047	0.634	0.232
60.680	0.605	0.050	0.603	0.238
60.690	0.610	0.052	0.571	0.245
60.700	0.616	0.054	0.540	0.252
60.710	0.621	0.057	0.509	0.258
60.720	0.626	0.060	0.478	0.265
60.730	0.631	0.062	0.448	0.271
60.740	0.635	0.065	0.418	0.278
60.750	0.639	0.068	0.389	0.284
60.760	0.643	0.071	0.360	0.290
60.770	0.646	0.074	0.331	0.297
60.780	0.650	0.077	0.302	0.303
60.790	0.652	0.080	0.274	0.309
60.800	0.655	0.083	0.247	0.315
60.810	0.657	0.086	0.219	0.321
60.820	0.659	0.089	0.192	0.327
60.830	0.661	0.093	0.166	0.332
60.840	0.663	0.096	0.140	0.338
60.850	0.664	0.099	0.115	0.343
60.860	0.665	0.103	0.090	0.349
60.870	0.666	0.106	0.066	0.354
60.880	0.666	0.110	0.042	0.359
60.890	0.667	0.113	0.019	0.364
60.900	0.667	0.117	-0.003	0.369
60.910	0.667	0.121	-0.025	0.373
60.920	0.666	0.125	-0.045	0.378
60.930	0.666	0.128	-0.065	0.382
60.940	0.665	0.132	-0.084	0.386
60.950	0.664	0.136	-0.102	0.390
60.960	0.663	0.140	-0.119	0.394
60.970	0.662	0.144	-0.135	0.397
60.980	0.660	0.148	-0.150	0.401
60.990	0.659	0.152	-0.164	0.404
61.000	0.657	0.156	-0.177	0.407
61.010	0.655	0.160	-0.189	0.409
61.020	0.653	0.164	-0.200	0.412
61.030	0.651	0.168	-0.210	0.414
61.040	0.649	0.173	-0.219	0.417
61.050	0.647	0.177	-0.227	0.418
61.060	0.644	0.181	-0.234	0.420
61.070	0.642	0.185	-0.240	0.422
61.080	0.640	0.189	-0.245	0.423
61.090	0.637	0.194	-0.248	0.424
61.100	0.635	0.198	-0.251	0.425
61.110	0.632	0.202	-0.252	0.426
61.120	0.630	0.206	-0.252	0.426
61.130	0.627	0.211	-0.252	0.426
61.140	0.625	0.215	-0.250	0.426
61.150	0.622	0.219	-0.246	0.426
61.160	0.620	0.223	-0.242	0.426
61.170	0.617	0.228	-0.237	0.425
61.180	0.615	0.232	-0.231	0.424
61.190	0.613	0.236	-0.223	0.423
61.200	0.610	0.240	-0.215	0.422
61.210	0.608	0.245	-0.205	0.420
61.220	0.606	0.249	-0.195	0.419
61.230	0.604	0.253	-0.184	0.417
61.240	0.603	0.257	-0.172	0.415
61.250	0.601	0.261	-0.160	0.412
61.260	0.599	0.265	-0.147	0.410
