# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.084	0.000
60.020	0.002	0.000	0.167	0.000
60.030	0.004	0.000	0.248	0.000
60.040	0.007	0.000	0.329	0.000
60.050	0.010	0.000	0.408	0.000
60.060	0.015	0.000	0.485	0.000
60.070	0.020	0.000	0.561	0.001
60.080	0.026	0.000	0.636	0.001
60.090	0.033	0.000	0.708	0.002
60.100	0.040	0.000	0.778	0.002
60.110	0.048	0.000	0.847	0.003
60.120	0.057	0.000	0.913	0.004
60.130	0.067	0.000	0.977	0.004
60.140	0.077	0.000	1.039	0.006
60.150	0.087	0.000	1.098	0.007
60.160	0.099	0.000	1.155	0.008
60.170	0.110	0.000	1.210	0.010
60.180	0.123	0.001	1.262	0.011
60.190	0.136	0.001	1.312	0.013
60.200	0.149	0.001	1.359	0.015
60.210	0.163	0.001	1.404	0.018
60.220	0.177	0.001	1.446	0.020
60.230	0.192	0.001	1.485	0.023
60.240	0.207	0.002	1.522	0.026
60.250	0.222	0.002	1.556	0.029
60.260	0.238	0.002	1.588	0.032
60.270	0.254	0.003	1.616	0.036
60.280	0.270	0.003	1.642	0.039
60.290	0.287	0.003	1.666	0.043
60.300	0.303	0.004	1.687	0.047
60.310	0.320	0.004	1.705	0.052
60.320	0.338	0.005	1.722	0.057
60.330	0.355	0.005	1.736	0.061
60.340	0.372	0.006	1.747	0.066
60.350	0.390	0.007	1.757	0.072
60.360	0.407	0.007	1.764	0.077
60.370	0.425	0.008	1.769	0.083
60.380	0.443	0.009	1.772	0.089
60.390	0.461	0.010	1.773	0.095
60.400	0.478	0.011	1.772	0.102
60.410	0.496	0.012	1.768	0.108
60.420	0.514	0.013	1.762	0.115
60.430	0.531	0.014	1.754	0.122
60.440	0.549	0.016	1.743	0.129
60.450	0.566	0.017	1.730	0.137
60.460	0.583	0.018	1.715	0.145
60.470	0.600	0.020	1.698	0.152
60.480	0.617	0.021	1.677	0.160
60.490	0.634	0.023	1.655	0.168
60.500	0.650	0.025	1.631	0.177
60.510	0.667	0.027	1.604	0.185
60.520	0.682	0.028	1.576	0.194
60.530	0.698	0.030	1.545	0.203
60.540	0.713	0.033	1.513	0.212
60.550	0.728	0.035	1.479	0.221
60.560	0.743	0.037	1.444	0.230
60.570	0.757	0.039	1.408	0.239
60.580	0.771	0.042	1.370	0.249
60.590	0.785	0.044	1.330	0.258
60.600	0.798	0.047	1.290	0.268
60.610	0.810	0.050	1.248	0.277
60.620	0.823	0.052	1.206	0.287
60.630	0.835	0.055	1.163	0.297
60.640	0.846	0.058	1.119	0.307
60.650	0.857	0.062	1.075	0.316
60.660	0.867	0.065	1.030	0.326
60.670	0.877	0.068	0.985	0.336
60.680	0.887	0.071	0.940	0.346
60.690	0.896	0.075	0.894	0.356
60.700	0.905	0.079	0.849	0.366
60.710	0.913	0.082	0.804	0.375
60.720	0.921	0.086	0.759	0.385
60.730	0.928	0.090	0.714	0.395
60.740	0.935	0.094	0.669	0.404
60.750	0.942	0.098	0.625	0.414
60.760	0.948	0.102	0.581	0.423
60.770	0.953	0.107	0.538	0.433
60.780	0.959	0.111	0.495	0.442
60.790	0.963	0.115	0.452	0.451
60.800	0.968	0.120	0.410	0.460
60.810	0.972	0.125	0.368	0.469
60.820	0.975	0.129	0.327	0.477
60.830	0.978	0.134	0.286	0.486
60.840	0.981	0.139	0.246	0.494
60.850	0.983	0.144	0.207	0.503
60.860	0.985	0.149	0.169	0.511
60.870	0.986	0.154	0.131	0.518
60.880	0.987	0.159	0.094	0.526
60.890	0.988	0.165	0.059	0.533
60.900	0.989	0.170	0.024	0.541
60.910	0.989	0.176	-0.010	0.548
60.920	0.988	0.181	-0.043	0.554
60.930	0.988	0.187	-0.074	0.561
60.940	0.987	0.192	-0.104	0.567
60.950	0.986	0.198	-0.133	0.573
60.960	0.984	0.204	-0.160	0.579
60.970	0.982	0.210	-0.186	0.584
60.980	0.980	0.215	-0.210	0.589
60.990	0.978	0.221	-0.233	0.594
61.000	0.976	0.227	-0.255	0.599
61.010	0.973	0.233	-0.275	0.603
61.020	0.970	0.239	-0.293	0.607
61.030	0.967	0.245	-0.310	0.611
61.040	0.964	0.252	-0.326	0.614
61.050	0.961	0.258	-0.340	0.617
61.060	0.957	0.264	-0.352	0.620
61.070	0.954	0.270	-0.363	0.623
61.080	0.950	0.276	-0.373	0.625
61.090	0.946	0.283	-0.380	0.627
61.100	0.942	0.289	-0.386	0.628
61.110	0.939	0.295	-0.391	0.629
61.120	0.935	0.301	-0.394	0.630
61.130	0.931	0.308	-0.395	0.631
61.140	0.927	0.314	-0.394	0.631
61.150	0.923	0.320	-0.392	0.631
61.160	0.919	0.327	-0.389	0.630
61.170	0.915	0.333	-0.384	0.630
61.180	0.911	0.339	-0.377	0.628
61.190	0.908	0.346	-0.369	0.627
61.200	0.904	0.352	-0.360	0.625
61.210	0.900	0.358	-0.349	0.623
61.220	0.897	0.364	-0.337	0.621
61.230	0.894	0.370	-0.323	0.618
61.240	0.890	0.377	-0.309	0.615
61.250	0.887	0.383	-0.293	0.612
61.260	0.885	0.389	-0.276	0.608
61.270	0.882	0.395	-0.258	0.605
61.280	0.879	0.401	-0.239	0.600
61.290	0.877	0.407	-0.219	0.596
61.300	0.875	0.413	-0.199	0.591
61.310	0.873	0.419	-0.177	0.586
61.320	0.871	0.425	-0.154	0.581
61.330	0.870	0.430	-0.131	0.575
61.340	0.869	0.436	-0.107	0.570
61.350	0.868	0.442	-0.082	0.564
61.360	0.867	0.447	-0.056	0.557
61.370	0.867	0.453	-0.030	0.551
61.380	0.867	0.458	-0.003	0.544
61.390	0.867	0.464	0.024	0.537
61.400	0.867	0.469	0.052	0.530
61.410	0.868	0.474	0.080	0.522
61.420	0.869	0.480	0.108	0.515
61.430	0.870	0.485	0.137	0.507
61.440	0.871	0.490	0.165	0.499
61.450	0.873	0.495	0.194	0.490
61.460	0.875	0.500	0.222	0.482
61.470	0.878	0.504	0.250	0.473
61.480	0.880	0.509	0.278	0.465
61.490	0.883	0.514	0.305	0.456
61.500	0.886	0.518	0.332	0.447
61.510	0.890	0.523	0.358	0.438
61.520	0.894	0.527	0.383	0.428
61.530	0.898	0.531	0.408	0.419
61.540	0.902	0.535	0.434	0.409
61.550	0.906	0.539	0.459	0.400
61.560	0.911	0.543	0.483	0.390
61.570	0.916	0.547	0.507	0.380
61.580	0.921	0.551	0.531	0.370
61.590	0.927	0.555	0.554	0.360
61.600	0.932	0.558	0.577	0.350
61.610	0.938	0.562	0.599	0.340
61.620	0.944	0.565	0.620	0.330
61.630	0.950	0.568	0.640	0.319
61.640	0.957	0.571	0.659	0.309
61.650	0.963	0.574	0.678	0.299
61.660	0.970	0.577	0.695	0.288
61.670	0.977	0.580	0.712	0.278
61.680	0.985	0.583	0.728	0.268
61.690	0.992	0.585	0.743	0.257
61.700	0.999	0.588	0.756	0.247
61.710	1.007	0.590	0.769	0.236
61.720	1.015	0.593	0.781	0.226
61.730	1.023	0.595	0.792	0.216
61.740	1.031	0.597	0.802	0.205
61.750	1.039	0.599	0.811	0.195
61.760	1.047	0.601	0.819	0.185
61.770	1.055	0.603	0.827	0.175
61.780	1.064	0.604	0.833	0.165
61.790	1.072	0.606	0.839	0.154
61.800	1.080	0.607	0.844	0.144
61.810	1.089	0.609	0.849	0.134
61.820	1.097	0.610	0.853	0.124
61.830	1.106	0.611	0.856	0.115
61.840	1.115	0.612	0.858	0.105
61.850	1.123	0.613	0.859	0.095
61.860	1.132	0.614	0.859	0.086
61.870	1.140	0.615	0.858	0.076
61.880	1.149	0.616	0.855	0.067
61.890	1.157	0.616	0.852	0.057
61.900	1.166	0.617	0.847	0.048
61.910	1.174	0.617	0.841	0.039
61.920	1.183	0.618	0.834	0.030
61.930	1.191	0.618	0.825	0.021
61.940	1.199	0.618	0.815	0.012
61.950	1.207	0.618	0.804	0.004
61.960	1.215	0.618	0.792	-0.005
61.970	1.223	0.618	0.778	-0.013
61.980	1.231	0.618	0.764	-0.022
61.990	1.238	0.618	0.749	-0.030
62.000	1.246	0.617	0.732	-0.038
62.010	1.253	0.617	0.715	-0.046
62.020	1.260	0.616	0.698	-0.054
62.030	1.267	0.616	0.680	-0.061
62.040	1.274	0.615	0.661	-0.069
62.050	1.280	0.615	0.643	-0.076
62.060	1.287	0.614	0.624	-0.084
62.070	1.293	0.613	0.605	-0.091
62.080	1.299	0.612	0.586	-0.098
62.090	1.304	0.611	0.567	-0.105
62.100	1.310	0.610	0.547	-0.112
62.110	1.315	0.609	0.526	-0.119
62.120	1.321	0.607	0.505	-0.125
62.130	1.325	0.606	0.484	-0.132
62.140	1.330	0.605	0.462	-0.138
62.150	1.335	0.603	0.440	-0.144
62.160	1.339	0.602	0.418	-0.150
62.170	1.343	0.600	0.395	-0.156
62.180	1.347	0.599	0.371	-0.162
62.190	1.350	0.597	0.347	-0.168
62.200	1.354	0.595	0.323	-0.173
62.210	1.357	0.594	0.299	-0.179
62.220	1.360	0.592	0.274	-0.184
62.230	1.362	0.590	0.248	-0.189
62.240	1.365	0.588	0.223	-0.194
62.250	1.367	0.586	0.197	-0.199
62.260	1.369	0.584	0.171	-0.204
62.270	1.370	0.582	0.145	-0.209
62.280	1.372	0.580	0.118	-0.214
62.290	1.373	0.578	0.092	-0.218
62.300	1.373	0.576	0.065	-0.222
62.310	1.374	0.573	0.039	-0.227
62.320	1.374	0.571	0.012	-0.231
62.330	1.374	0.569	-0.016	-0.235
62.340	1.374	0.566	-0.043	-0.239
62.350	1.373	0.564	-0.071	-0.243
62.360	1.373	0.561	-0.100	-0.247
62.370	1.371	0.559	-0.128	-0.251
62.380	1.370	0.556	-0.157	-0.254
62.390	1.368	0.554	-0.186	-0.258
62.400	1.366	0.551	-0.215	-0.262
62.410	1.364	0.549	-0.245	-0.265
62.420	1.361	0.546	-0.274	-0.268
62.430	1.359	0.543	-0.303	-0.272
62.440	1.355	0.541	-0.332	-0.275
