# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.055	0.000
60.020	0.001	0.000	0.109	0.000
60.030	0.002	0.000	0.163	0.000
60.040	0.004	0.000	0.217	0.000
60.050	0.007	0.000	0.270	0.000
60.060	0.010	0.000	0.322	0.000
60.070	0.013	0.000	0.374	0.000
60.080	0.017	0.000	0.425	0.001
60.090	0.022	0.000	0.475	0.001
60.100	0.027	0.000	0.524	0.001
60.110	0.032	0.000	0.572	0.002
60.120	0.038	0.000	0.619	0.002
60.130	0.045	0.000	0.664	0.003
60.140	0.051	0.000	0.708	0.004
60.150	0.059	0.000	0.751	0.005
60.160	0.066	0.000	0.793	0.005
60.170	0.075	0.000	0.833	0.006
60.180	0.083	0.000	0.872	0.008
60.190	0.092	0.000	0.909	0.009
60.200	0.101	0.001	0.944	0.010
60.210	0.111	0.001	0.979	0.012
60.220	0.121	0.001	1.011	0.014
60.230	0.131	0.001	1.041	0.015
60.240	0.142	0.001	1.070	0.017
60.250	0.153	0.001	1.097	0.019
60.260	0.164	0.001	1.123	0.022
60.270	0.175	0.002	1.146	0.024
60.280	0.187	0.002	1.168	0.027
60.290	0.198	0.002	1.188	0.030
60.300	0.210	0.003	1.206	0.032
60.310	0.222	0.003	1.223	0.035
60.320	0.235	0.003	1.238	0.039
60.330	0.247	0.004	1.251	0.042
60.340	0.260	0.004	1.263	0.046
60.350	0.272	0.005	1.273	0.049
60.360	0.285	0.005	1.282	0.053
60.370	0.298	0.006	1.289	0.057
60.380	0.311	0.006	1.295	0.061
60.390	0.324	0.007	1.299	0.066
60.400	0.337	0.008	1.301	0.070
60.410	0.350	0.008	1.302	0.075
60.420	0.363	0.009	1.300	0.080
60.430	0.376	0.010	1.298	0.085
60.440	0.389	0.011	1.293	0.090
60.450	0.402	0.012	1.286	0.095
60.460	0.415	0.013	1.278	0.101
60.470	0.427	0.014	1.268	0.106
60.480	0.440	0.015	1.256	0.112
60.490	0.452	0.016	1.242	0.118
60.500	0.465	0.017	1.226	0.124
60.510	0.477	0.018	1.209	0.130
60.520	0.489	0.020	1.190	0.136
60.530	0.501	0.021	1.169	0.143
60.540	0.512	0.023	1.147	0.149
60.550	0.524	0.024	1.124	0.156
60.560	0.535	0.026	1.099	0.162
60.570	0.546	0.027	1.073	0.169
60.580	0.556	0.029	1.046	0.176
60.590	0.567	0.031	1.017	0.183
60.600	0.577	0.033	0.988	0.190
60.610	0.586	0.035	0.957	0.197
60.620	0.596	0.037	0.926	0.204
60.630	0.605	0.039	0.893	0.211
60.640	0.614	0.041	0.860	0.218
60.650	0.622	0.043	0.826	0.225
60.660	0.630	0.045	0.792	0.232
60.670	0.638	0.048	0.757	0.240
60.680	0.645	0.050	0.722	0.247
60.690	0.652	0.053	0.686	0.254
60.700	0.659	0.055	0.650	0.261
