# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.017	0.000
60.020	0.000	0.000	0.035	0.000
60.030	0.001	0.000	0.052	0.000
60.040	0.001	0.000	0.068	0.000
60.050	0.002	0.000	0.085	0.000
60.060	0.003	0.000	0.101	0.000
60.070	0.004	0.000	0.117	0.000
60.080	0.005	0.000	0.133	0.000
60.090	0.007	0.000	0.148	0.000
60.100	0.008	0.000	0.164	0.000
60.110	0.010	0.000	0.178	0.001
60.120	0.012	0.000	0.193	0.001
60.130	0.014	0.000	0.206	0.001
60.140	0.016	0.000	0.220	0.001
60.150	0.018	0.000	0.233	0.001
60.160	0.021	0.000	0.245	0.002
60.170	0.023	0.000	0.258	0.002
60.180	0.026	0.000	0.269	0.002
60.190	0.029	0.000	0.280	0.003
60.200	0.031	0.000	0.291	0.003
60.210	0.034	0.000	0.301	0.004
60.220	0.038	0.000	0.311	0.004
60.230	0.041	0.000	0.320	0.005
60.240	0.044	0.000	0.329	0.005
60.250	0.047	0.000	0.337	0.006
60.260	0.051	0.000	0.344	0.007
60.270	0.054	0.001	0.351	0.008
60.280	0.058	0.001	0.357	0.008
60.290	0.061	0.001	0.363	0.009
60.300	0.065	0.001	0.368	0.010
60.310	0.069	0.001	0.373	0.011
60.320	0.072	0.001	0.377	0.012
60.330	0.076	0.001	0.381	0.013
60.340	0.080	0.001	0.384	0.014
60.350	0.084	0.001	0.387	0.015
60.360	0.088	0.002	0.389	0.016
60.370	0.092	0.002	0.391	0.018
60.380	0.096	0.002	0.392	0.019
60.390	0.099	0.002	0.393	0.020
60.400	0.103	0.002	0.393	0.022
60.410	0.107	0.003	0.393	0.023
60.420	0.111	0.003	0.392	0.025
60.430	0.115	0.003	0.391	0.026
60.440	0.119	0.003	0.389	0.028
60.450	0.123	0.004	0.386	0.029
60.460	0.127	0.004	0.384	0.031
60.470	0.131	0.004	0.380	0.033
60.480	0.134	0.005	0.376	0.034
60.490	0.138	0.005	0.372	0.036
60.500	0.142	0.005	0.367	0.038
60.510	0.145	0.006	0.361	0.040
60.520	0.149	0.006	0.356	0.042
60.530	0.153	0.007	0.349	0.044
60.540	0.156	0.007	0.343	0.046
60.550	0.159	0.007	0.336	0.048
60.560	0.163	0.008	0.328	0.050
60.570	0.166	0.008	0.320	0.052
60.580	0.169	0.009	0.312	0.054
60.590	0.172	0.010	0.304	0.056
60.600	0.175	0.010	0.295	0.058
60.610	0.178	0.011	0.286	0.060
60.620	0.181	0.011	0.277	0.062
60.630	0.184	0.012	0.268	0.064
60.640	0.186	0.013	0.258	0.067
60.650	0.189	0.013	0.249	0.069
60.660	0.191	0.014	0.239	0.071
60.670	0.194	0.015	0.229	0.073
60.680	0.196	0.015	0.219	0.075
60.690	0.198	0.016	0.208	0.078
60.700	0.200	0.017	0.198	0.080
60.710	0.202	0.018	0.188	0.082
60.720	0.204	0.019	0.177	0.084
60.730	0.206	0.019	0.167	0.086
60.740	0.207	0.020	0.156	0.088
60.750	0.209	0.021	0.146	0.091
60.760	0.210	0.022	0.136	0.093
60.770	0.211	0.023	0.125	0.095
60.780	0.213	0.024	0.115	0.097
60.790	0.214	0.025	0.105	0.099
60.800	0.215	0.026	0.095	0.101
60.810	0.216	0.027	0.084	0.103
60.820	0.216	0.028	0.074	0.105
60.830	0.217	0.029	0.065	0.107
60.840	0.218	0.030	0.055	0.109
60.850	0.218	0.031	0.045	0.111
60.860	0.219	0.032	0.036	0.112
60.870	0.219	0.034	0.026	0.114
60.880	0.219	0.035	0.017	0.116
60.890	0.219	0.036	0.008	0.117
60.900	0.219	0.037	-0.000	0.119
60.910	0.219	0.038	-0.009	0.121
60.920	0.219	0.039	-0.017	0.122
60.930	0.219	0.041	-0.025	0.124
60.940	0.219	0.042	-0.032	0.125
60.950	0.218	0.043	-0.040	0.126
60.960	0.218	0.044	-0.047	0.128
60.970	0.217	0.046	-0.053	0.129
60.980	0.217	0.047	-0.060	0.130
60.990	0.216	0.048	-0.066	0.131
61.000	0.215	0.050	-0.072	0.132
61.010	0.215	0.051	-0.077	0.133
61.020	0.214	0.052	-0.082	0.134
61.030	0.213	0.054	-0.087	0.135
61.040	0.212	0.055	-0.091	0.136
61.050	0.211	0.056	-0.095	0.136
61.060	0.210	0.058	-0.099	0.137
61.070	0.209	0.059	-0.102	0.138
61.080	0.208	0.061	-0.105	0.138
61.090	0.207	0.062	-0.108	0.138
61.100	0.206	0.063	-0.110	0.139
61.110	0.205	0.065	-0.112	0.139
61.120	0.204	0.066	-0.113	0.139
61.130	0.203	0.067	-0.114	0.139
61.140	0.202	0.069	-0.115	0.139
61.150	0.200	0.070	-0.115	0.139
61.160	0.199	0.072	-0.115	0.139
61.170	0.198	0.073	-0.114	0.139
61.180	0.197	0.074	-0.113	0.139
61.190	0.196	0.076	-0.112	0.138
61.200	0.195	0.077	-0.110	0.138
61.210	0.194	0.079	-0.108	0.137
61.220	0.193	0.080	-0.106	0.137
61.230	0.191	0.081	-0.104	0.136
61.240	0.190	0.083	-0.101	0.135
61.250	0.189	0.084	-0.097	0.135
61.260	0.189	0.085	-0.094	0.134
61.270	0.188	0.087	-0.090	0.133
61.280	0.187	0.088	-0.086	0.132
61.290	0.186	0.089	-0.082	0.131
61.300	0.185	0.091	-0.077	0.130
61.310	0.184	0.092	-0.072	0.128
61.320	0.184	0.093	-0.067	0.127
61.330	0.183	0.094	-0.061	0.126
61.340	0.182	0.096	-0.056	0.124
61.350	0.182	0.097	-0.050	0.123
61.360	0.181	0.098	-0.044	0.121
61.370	0.181	0.099	-0.038	0.120
61.380	0.181	0.101	-0.031	0.118
61.390	0.180	0.102	-0.024	0.117
61.400	0.180	0.103	-0.018	0.115
61.410	0.180	0.104	-0.011	0.113
61.420	0.180	0.105	-0.004	0.111
61.430	0.180	0.106	0.003	0.109
61.440	0.180	0.107	0.010	0.107
61.450	0.180	0.108	0.018	0.105
61.460	0.180	0.109	0.025	0.103
61.470	0.181	0.110	0.032	0.101
61.480	0.181	0.111	0.039	0.099
61.490	0.181	0.112	0.046	0.097
61.500	0.182	0.113	0.053	0.095
61.510	0.183	0.114	0.061	0.093
61.520	0.183	0.115	0.068	0.091
61.530	0.184	0.116	0.075	0.088
61.540	0.185	0.117	0.081	0.086
61.550	0.186	0.118	0.088	0.084
61.560	0.186	0.119	0.095	0.082
61.570	0.187	0.120	0.102	0.079
61.580	0.188	0.120	0.108	0.077
61.590	0.190	0.121	0.115	0.074
61.600	0.191	0.122	0.121	0.072
61.610	0.192	0.122	0.127	0.070
61.620	0.193	0.123	0.134	0.067
61.630	0.195	0.124	0.139	0.065
61.640	0.196	0.124	0.145	0.062
61.650	0.198	0.125	0.151	0.060
61.660	0.199	0.126	0.156	0.058
61.670	0.201	0.126	0.161	0.055
61.680	0.202	0.127	0.166	0.053
61.690	0.204	0.127	0.171	0.050
61.700	0.206	0.128	0.176	0.048
61.710	0.208	0.128	0.180	0.045
61.720	0.209	0.129	0.184	0.043
61.730	0.211	0.129	0.188	0.041
61.740	0.213	0.130	0.192	0.038
61.750	0.215	0.130	0.195	0.036
61.760	0.217	0.130	0.198	0.034
61.770	0.219	0.131	0.201	0.031
61.780	0.221	0.131	0.204	0.029
61.790	0.223	0.131	0.206	0.026
61.800	0.225	0.131	0.208	0.024
61.810	0.227	0.132	0.211	0.022
61.820	0.229	0.132	0.212	0.020
61.830	0.232	0.132	0.214	0.017
61.840	0.234	0.132	0.215	0.015
61.850	0.236	0.132	0.216	0.013
61.860	0.238	0.132	0.217	0.011
61.870	0.240	0.133	0.217	0.009
61.880	0.242	0.133	0.217	0.007
61.890	0.244	0.133	0.217	0.005
61.900	0.247	0.133	0.216	0.003
61.910	0.249	0.133	0.216	0.001
61.920	0.251	0.133	0.214	-0.001
61.930	0.253	0.133	0.213	-0.003
61.940	0.255	0.133	0.211	-0.005
61.950	0.257	0.133	0.209	-0.007
61.960	0.259	0.132	0.206	-0.009
61.970	0.261	0.132	0.203	-0.011
61.980	0.263	0.132	0.200	-0.013
61.990	0.265	0.132	0.197	-0.014
62.000	0.267	0.132	0.193	-0.016
62.010	0.269	0.132	0.189	-0.018
62.020	0.271	0.132	0.185	-0.019
62.030	0.273	0.131	0.181	-0.021
62.040	0.275	0.131	0.177	-0.023
62.050	0.277	0.131	0.172	-0.024
62.060	0.278	0.131	0.167	-0.026
62.070	0.280	0.130	0.162	-0.027
62.080	0.282	0.130	0.157	-0.029
62.090	0.283	0.130	0.152	-0.030
62.100	0.285	0.130	0.147	-0.031
62.110	0.286	0.129	0.141	-0.033
62.120	0.287	0.129	0.136	-0.034
62.130	0.289	0.129	0.130	-0.035
62.140	0.290	0.128	0.124	-0.036
62.150	0.291	0.128	0.118	-0.038
62.160	0.292	0.127	0.111	-0.039
62.170	0.293	0.127	0.105	-0.040
62.180	0.294	0.127	0.098	-0.041
62.190	0.295	0.126	0.091	-0.042
62.200	0.296	0.126	0.085	-0.043
62.210	0.297	0.125	0.078	-0.044
