# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.098	0.000
60.020	0.002	0.000	0.194	0.000
60.030	0.004	0.000	0.289	0.000
60.040	0.008	0.000	0.382	0.000
60.050	0.012	0.000	0.473	0.000
60.060	0.017	0.000	0.562	0.001
60.070	0.023	0.000	0.649	0.001
60.080	0.030	0.000	0.734	0.001
60.090	0.038	0.000	0.816	0.002
60.100	0.046	0.000	0.896	0.002
60.110	0.056	0.000	0.973	0.003
60.120	0.066	0.000	1.047	0.004
60.130	0.077	0.000	1.119	0.005
60.140	0.088	0.000	1.188	0.006
60.150	0.100	0.000	1.254	0.008
60.160	0.113	0.000	1.317	0.009
60.170	0.127	0.000	1.378	0.011
60.180	0.141	0.001	1.435	0.013
60.190	0.156	0.001	1.490	0.015
60.200	0.171	0.001	1.542	0.018
60.210	0.186	0.001	1.590	0.020
60.220	0.202	0.001	1.636	0.023
60.230	0.219	0.002	1.678	0.026
60.240	0.236	0.002	1.718	0.029
60.250	0.253	0.002	1.754	0.033
60.260	0.271	0.003	1.787	0.037
60.270	0.289	0.003	1.817	0.041
60.280	0.307	0.003	1.844	0.045
60.290	0.326	0.004	1.868	0.050
60.300	0.345	0.004	1.890	0.054
60.310	0.364	0.005	1.908	0.059
60.320	0.383	0.006	1.924	0.065
60.330	0.402	0.006	1.938	0.070
60.340	0.422	0.007	1.949	0.076
60.350	0.441	0.008	1.957	0.082
60.360	0.461	0.009	1.963	0.088
60.370	0.481	0.009	1.967	0.095
60.380	0.500	0.010	1.968	0.101
60.390	0.520	0.011	1.967	0.108
60.400	0.540	0.013	1.963	0.116
60.410	0.559	0.014	1.957	0.123
60.420	0.579	0.015	1.948	0.131
60.430	0.598	0.016	1.937	0.139
60.440	0.617	0.018	1.923	0.147
60.450	0.636	0.019	1.907	0.155
60.460	0.655	0.021	1.889	0.164
60.470	0.674	0.023	1.868	0.172
60.480	0.693	0.024	1.844	0.181
60.490	0.711	0.026	1.818	0.191
60.500	0.729	0.028	1.789	0.200
60.510	0.747	0.030	1.759	0.209
60.520	0.764	0.032	1.726	0.219
60.530	0.781	0.035	1.692	0.229
60.540	0.798	0.037	1.656	0.239
60.550	0.815	0.039	1.618	0.249
60.560	0.831	0.042	1.578	0.259
60.570	0.846	0.045	1.537	0.270
60.580	0.861	0.047	1.495	0.280
60.590	0.876	0.050	1.451	0.291
60.600	0.890	0.053	1.407	0.301
60.610	0.904	0.056	1.361	0.312
60.620	0.918	0.059	1.315	0.323
60.630	0.931	0.063	1.268	0.334
60.640	0.943	0.066	1.220	0.344
60.650	0.955	0.070	1.172	0.355
60.660	0.966	0.073	1.124	0.366
60.670	0.977	0.077	1.075	0.377
60.680	0.988	0.081	1.026	0.388
60.690	0.998	0.085	0.977	0.399
60.700	1.007	0.089	0.929	0.410
60.710	1.016	0.093	0.880	0.421
60.720	1.025	0.097	0.833	0.431
60.730	1.033	0.101	0.785	0.442
60.740	1.041	0.106	0.738	0.453
60.750	1.048	0.111	0.692	0.463
60.760	1.054	0.115	0.645	0.474
60.770	1.061	0.120	0.600	0.484
60.780	1.067	0.125	0.555	0.494
60.790	1.072	0.130	0.510	0.504
60.800	1.077	0.135	0.467	0.514
60.810	1.081	0.140	0.423	0.524
60.820	1.085	0.145	0.381	0.534
60.830	1.089	0.151	0.339	0.543
60.840	1.092	0.156	0.298	0.552
60.850	1.095	0.162	0.258	0.561
60.860	1.097	0.168	0.219	0.570
60.870	1.099	0.173	0.181	0.579
60.880	1.101	0.179	0.144	0.587
60.890	1.102	0.185	0.108	0.596
60.900	1.103	0.191	0.073	0.604
60.910	1.103	0.197	0.039	0.611
60.920	1.104	0.203	0.006	0.619
60.930	1.104	0.210	-0.025	0.626
60.940	1.103	0.216	-0.055	0.633
60.950	1.102	0.222	-0.083	0.639
60.960	1.101	0.229	-0.110	0.646
60.970	1.100	0.235	-0.135	0.652
60.980	1.099	0.242	-0.159	0.658
60.990	1.097	0.248	-0.181	0.663
61.000	1.095	0.255	-0.201	0.668
61.010	1.093	0.262	-0.220	0.673
61.020	1.091	0.268	-0.238	0.678
61.030	1.088	0.275	-0.254	0.682
61.040	1.086	0.282	-0.268	0.686
61.050	1.083	0.289	-0.281	0.689
61.060	1.080	0.296	-0.292	0.693
61.070	1.077	0.303	-0.302	0.695
61.080	1.074	0.310	-0.310	0.698
61.090	1.071	0.317	-0.316	0.700
61.100	1.068	0.324	-0.321	0.702
61.110	1.064	0.331	-0.324	0.704
61.120	1.061	0.338	-0.325	0.705
61.130	1.058	0.345	-0.325	0.706
61.140	1.055	0.352	-0.323	0.706
61.150	1.052	0.359	-0.319	0.706
61.160	1.048	0.366	-0.314	0.706
61.170	1.045	0.373	-0.308	0.705
61.180	1.042	0.380	-0.300	0.704
61.190	1.039	0.387	-0.290	0.703
61.200	1.036	0.394	-0.279	0.702
61.210	1.034	0.401	-0.267	0.700
61.220	1.031	0.408	-0.254	0.697
61.230	1.029	0.415	-0.239	0.695
61.240	1.026	0.422	-0.223	0.692
61.250	1.024	0.429	-0.206	0.689
61.260	1.022	0.436	-0.188	0.685
61.270	1.020	0.443	-0.169	0.681
61.280	1.019	0.449	-0.149	0.677
