# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.050	0.000
60.020	0.001	0.000	0.101	0.000
60.030	0.002	0.000	0.151	0.000
60.040	0.004	0.000	0.200	0.000
60.050	0.006	0.000	0.250	0.000
60.060	0.009	0.000	0.299	0.000
60.070	0.012	0.000	0.347	0.000
60.080	0.016	0.000	0.394	0.001
60.090	0.020	0.000	0.441	0.001
60.100	0.025	0.000	0.487	0.001
60.110	0.030	0.000	0.531	0.002
60.120	0.035	0.000	0.575	0.002
60.130	0.041	0.000	0.618	0.003
60.140	0.048	0.000	0.659	0.003
60.150	0.055	0.000	0.699	0.004
60.160	0.062	0.000	0.738	0.005
60.170	0.069	0.000	0.776	0.006
60.180	0.077	0.000	0.812	0.007
60.190	0.086	0.000	0.847	0.008
60.200	0.094	0.000	0.881	0.010
60.210	0.103	0.001	0.913	0.011
60.220	0.112	0.001	0.943	0.013
60.230	0.122	0.001	0.972	0.014
60.240	0.132	0.001	1.000	0.016
60.250	0.142	0.001	1.025	0.018
60.260	0.152	0.001	1.049	0.020
60.270	0.163	0.002	1.072	0.022
60.280	0.174	0.002	1.092	0.025
60.290	0.185	0.002	1.112	0.027
60.300	0.196	0.002	1.129	0.030
60.310	0.207	0.003	1.145	0.033
60.320	0.219	0.003	1.159	0.036
60.330	0.231	0.003	1.173	0.039
60.340	0.242	0.004	1.184	0.042
60.350	0.254	0.004	1.194	0.046
60.360	0.266	0.005	1.203	0.050
60.370	0.278	0.005	1.210	0.053
60.380	0.290	0.006	1.216	0.057
60.390	0.303	0.006	1.220	0.061
60.400	0.315	0.007	1.223	0.066
60.410	0.327	0.008	1.224	0.070
60.420	0.339	0.008	1.223	0.075
60.430	0.352	0.009	1.221	0.079
60.440	0.364	0.010	1.217	0.084
60.450	0.376	0.011	1.211	0.089
60.460	0.388	0.012	1.204	0.094
60.470	0.400	0.013	1.195	0.099
60.480	0.412	0.014	1.184	0.105
60.490	0.424	0.015	1.171	0.110
60.500	0.435	0.016	1.156	0.116
60.510	0.447	0.017	1.140	0.121
