# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.062	0.000
60.020	0.001	0.000	0.122	0.000
60.030	0.003	0.000	0.182	0.000
60.040	0.005	0.000	0.240	0.000
60.050	0.008	0.000	0.298	0.000
60.060	0.011	0.000	0.354	0.000
60.070	0.015	0.000	0.409	0.001
60.080	0.019	0.000	0.462	0.001
60.090	0.024	0.000	0.515	0.001
60.100	0.029	0.000	0.565	0.002
60.110	0.035	0.000	0.614	0.002
60.120	0.042	0.000	0.661	0.003
60.130	0.048	0.000	0.707	0.003
60.140	0.056	0.000	0.751	0.004
60.150	0.063	0.000	0.793	0.005
60.160	0.072	0.000	0.833	0.006
60.170	0.080	0.000	0.871	0.007
60.180	0.089	0.000	0.908	0.008
60.190	0.098	0.000	0.943	0.010
60.200	0.108	0.001	0.976	0.011
60.210	0.118	0.001	1.008	0.013
60.220	0.128	0.001	1.037	0.015
60.230	0.138	0.001	1.064	0.017
60.240	0.149	0.001	1.090	0.019
60.250	0.160	0.001	1.113	0.021
60.260	0.171	0.002	1.135	0.023
60.270	0.183	0.002	1.154	0.026
60.280	0.195	0.002	1.172	0.028
60.290	0.206	0.002	1.188	0.031
60.300	0.218	0.003	1.202	0.034
60.310	0.230	0.003	1.214	0.037
60.320	0.243	0.003	1.224	0.041
60.330	0.255	0.004	1.233	0.044
60.340	0.267	0.004	1.241	0.048
60.350	0.280	0.005	1.247	0.052
60.360	0.292	0.005	1.251	0.056
60.370	0.305	0.006	1.254	0.060
60.380	0.317	0.007	1.255	0.064
60.390	0.330	0.007	1.254	0.069
60.400	0.342	0.008	1.252	0.073
60.410	0.355	0.009	1.248	0.078
60.420	0.367	0.010	1.243	0.083
60.430	0.380	0.010	1.236	0.088
60.440	0.392	0.011	1.228	0.093
60.450	0.404	0.012	1.218	0.098
60.460	0.416	0.013	1.206	0.104
60.470	0.428	0.014	1.193	0.109
60.480	0.440	0.015	1.178	0.115
60.490	0.452	0.017	1.162	0.121
60.500	0.463	0.018	1.144	0.127
60.510	0.475	0.019	1.125	0.133
60.520	0.486	0.021	1.105	0.139
60.530	0.497	0.022	1.083	0.145
60.540	0.508	0.023	1.060	0.152
60.550	0.518	0.025	1.037	0.158
60.560	0.528	0.027	1.012	0.165
60.570	0.538	0.028	0.986	0.171
60.580	0.548	0.030	0.959	0.178
60.590	0.558	0.032	0.932	0.184
60.600	0.567	0.034	0.904	0.191
60.610	0.576	0.036	0.875	0.198
60.620	0.584	0.038	0.846	0.205
60.630	0.593	0.040	0.816	0.212
60.640	0.601	0.042	0.786	0.219
60.650	0.608	0.044	0.755	0.226
60.660	0.616	0.046	0.724	0.233
60.670	0.623	0.049	0.693	0.240
60.680	0.629	0.051	0.662	0.247
60.690	0.636	0.054	0.631	0.254
60.700	0.642	0.056	0.600	0.261
60.710	0.648	0.059	0.569	0.267
60.720	0.653	0.062	0.538	0.274
60.730	0.659	0.064	0.507	0.281
60.740	0.664	0.067	0.477	0.288
60.750	0.668	0.070	0.447	0.295
60.760	0.673	0.073	0.417	0.301
60.770	0.677	0.076	0.388	0.308
60.780	0.680	0.079	0.358	0.314
60.790	0.684	0.082	0.329	0.321
60.800	0.687	0.086	0.301	0.327
60.810	0.690	0.089	0.273	0.334
60.820	0.692	0.092	0.245	0.340
60.830	0.695	0.096	0.218	0.346
60.840	0.697	0.099	0.191	0.352
60.850	0.699	0.103	0.165	0.357
60.860	0.700	0.106	0.140	0.363
60.870	0.701	0.110	0.115	0.369
60.880	0.702	0.114	0.091	0.374
60.890	0.703	0.118	0.068	0.379
