# time_s wind_ms x1_blade_m x2_tower_m
0.000000000000000000e+00 1.644500000000000028e+01 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000021e-02 1.645599999999999952e+01 3.511807567478835226e-04 8.431996601424700722e-09
2.000000000000000042e-02 1.646799999999999997e+01 1.400744607795397119e-03 1.011628597472928676e-07
2.999999999999999889e-02 1.648000000000000043e+01 3.142067535593609517e-03 4.556579430934258229e-07
4.000000000000000083e-02 1.649200000000000088e+01 5.567648577297259170e-03 1.348733533666313901e-06
5.000000000000000278e-02 1.650400000000000134e+01 8.669154200457506593e-03 3.155117277205594769e-06
5.999999999999999778e-02 1.651599999999999824e+01 1.243741865171332783e-02 6.347441641460668354e-06
7.000000000000000666e-02 1.652899999999999991e+01 1.686243490505754880e-02 1.149579296445714072e-05
8.000000000000000167e-02 1.654299999999999926e+01 2.193324430027859817e-02 1.925862908918626900e-05
8.999999999999999667e-02 1.655900000000000105e+01 2.763854361248299987e-02 3.039680153434525564e-05
1.000000000000000056e-01 1.657799999999999940e+01 3.396652799055484284e-02 4.575989103061885610e-05
1.100000000000000006e-01 1.659799999999999898e+01 4.090475483657868283e-02 6.627957603021179074e-05
1.199999999999999956e-01 1.662199999999999989e+01 4.844014380583960139e-02 9.296963270684875658e-05
1.300000000000000044e-01 1.664600000000000080e+01 5.655897680682315382e-02 1.269259349557745392e-04
1.400000000000000133e-01 1.667099999999999937e+01 6.524689800121541428e-02 1.693264543937537958e-04
1.499999999999999944e-01 1.669399999999999906e+01 7.448891380390290640e-02 2.214312603590710418e-04
1.600000000000000033e-01 1.671499999999999986e+01 8.426939288297270736e-02 2.845825199115313282e-04
1.700000000000000122e-01 1.673100000000000165e+01 9.457206615971235075e-02 3.602044978324589952e-04
1.799999999999999933e-01 1.673999999999999844e+01 1.053811010780443536e-01 4.497671260132613002e-04
1.900000000000000022e-01 1.674200000000000088e+01 1.166794946561592605e-01 5.547740710560403491e-04
2.000000000000000111e-01 1.673600000000000065e+01 1.284453033747959549e-01 6.768774903909257745e-04
2.099999999999999922e-01 1.672200000000000131e+01 1.406563000495488769e-01 8.177727575599878611e-04
2.200000000000000011e-01 1.669999999999999929e+01 1.532901548743815234e-01 9.791936432808146309e-04
2.300000000000000100e-01 1.667399999999999949e+01 1.663244354216264764e-01 1.162912315446508645e-03
2.399999999999999911e-01 1.664499999999999957e+01 1.797366066419852360e-01 1.370739339125689061e-03
2.500000000000000000e-01 1.661599999999999966e+01 1.935040308645285534e-01 1.604523676562492722e-03
2.600000000000000089e-01 1.658999999999999986e+01 2.076039677966960428e-01 1.866152687176570683e-03
2.700000000000000178e-01 1.657000000000000028e+01 2.220135745242964309e-01 2.157552127563090814e-03
2.800000000000000266e-01 1.655799999999999983e+01 2.367099055115075290e-01 2.480686151492737367e-03
2.899999999999999800e-01 1.655699999999999861e+01 2.516699126008761223e-01 2.837557309911709676e-03
2.999999999999999889e-01 1.656700000000000017e+01 2.668704450133181361e-01 3.230206550941726925e-03
3.099999999999999978e-01 1.658899999999999864e+01 2.822882493481185806e-01 3.660713219880020342e-03
