# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.027	0.000
60.020	0.001	0.000	0.054	0.000
60.030	0.001	0.000	0.080	0.000
60.040	0.002	0.000	0.106	0.000
60.050	0.003	0.000	0.132	0.000
60.060	0.005	0.000	0.157	0.000
60.070	0.006	0.000	0.182	0.000
60.080	0.008	0.000	0.206	0.000
60.090	0.011	0.000	0.230	0.001
60.100	0.013	0.000	0.253	0.001
60.110	0.016	0.000	0.275	0.001
60.120	0.018	0.000	0.297	0.001
60.130	0.022	0.000	0.318	0.001
60.140	0.025	0.000	0.338	0.002
60.150	0.028	0.000	0.358	0.002
60.160	0.032	0.000	0.377	0.003
60.170	0.036	0.000	0.395	0.003
60.180	0.040	0.000	0.413	0.004
60.190	0.044	0.000	0.429	0.004
60.200	0.048	0.000	0.445	0.005
60.210	0.053	0.000	0.460	0.006
60.220	0.058	0.000	0.475	0.007
60.230	0.062	0.000	0.488	0.007
60.240	0.067	0.001	0.501	0.008
60.250	0.073	0.001	0.512	0.009
60.260	0.078	0.001	0.523	0.010
60.270	0.083	0.001	0.533	0.012
60.280	0.088	0.001	0.542	0.013
60.290	0.094	0.001	0.551	0.014
60.300	0.099	0.001	0.558	0.015
60.310	0.105	0.001	0.565	0.017
60.320	0.111	0.002	0.571	0.018
60.330	0.116	0.002	0.576	0.020
60.340	0.122	0.002	0.580	0.022
60.350	0.128	0.002	0.584	0.023
60.360	0.134	0.002	0.587	0.025
60.370	0.140	0.003	0.589	0.027
60.380	0.146	0.003	0.591	0.029
60.390	0.152	0.003	0.591	0.031
60.400	0.157	0.004	0.591	0.033
60.410	0.163	0.004	0.590	0.035
60.420	0.169	0.004	0.588	0.038
60.430	0.175	0.005	0.586	0.040
60.440	0.181	0.005	0.583	0.042
60.450	0.187	0.006	0.579	0.045
60.460	0.193	0.006	0.574	0.047
60.470	0.198	0.006	0.568	0.050
60.480	0.204	0.007	0.562	0.053
60.490	0.209	0.008	0.555	0.055
60.500	0.215	0.008	0.547	0.058
60.510	0.220	0.009	0.539	0.061
60.520	0.226	0.009	0.530	0.064
60.530	0.231	0.010	0.520	0.067
60.540	0.236	0.011	0.510	0.070
60.550	0.241	0.011	0.499	0.073
60.560	0.246	0.012	0.488	0.076
60.570	0.251	0.013	0.476	0.079
60.580	0.256	0.014	0.463	0.082
60.590	0.260	0.015	0.451	0.085
60.600	0.265	0.015	0.438	0.088
60.610	0.269	0.016	0.424	0.091
60.620	0.273	0.017	0.410	0.095
60.630	0.277	0.018	0.396	0.098
60.640	0.281	0.019	0.382	0.101
60.650	0.285	0.020	0.368	0.104
60.660	0.288	0.021	0.353	0.108
60.670	0.292	0.022	0.338	0.111
60.680	0.295	0.023	0.323	0.114
60.690	0.298	0.025	0.308	0.118
60.700	0.301	0.026	0.292	0.121
60.710	0.304	0.027	0.277	0.124
60.720	0.307	0.028	0.262	0.127
60.730	0.309	0.030	0.247	0.131
60.740	0.312	0.031	0.231	0.134
60.750	0.314	0.032	0.216	0.137
60.760	0.316	0.034	0.201	0.140
60.770	0.318	0.035	0.186	0.143
60.780	0.320	0.037	0.171	0.146
60.790	0.321	0.038	0.156	0.150
60.800	0.323	0.040	0.142	0.153
60.810	0.324	0.041	0.127	0.156
60.820	0.326	0.043	0.113	0.158
60.830	0.327	0.044	0.098	0.161
60.840	0.327	0.046	0.084	0.164
60.850	0.328	0.048	0.070	0.167
60.860	0.329	0.049	0.057	0.170
60.870	0.329	0.051	0.044	0.172
60.880	0.330	0.053	0.031	0.175
60.890	0.330	0.054	0.018	0.177
60.900	0.330	0.056	0.006	0.180
60.910	0.330	0.058	-0.006	0.182
60.920	0.330	0.060	-0.017	0.184
60.930	0.330	0.062	-0.028	0.187
60.940	0.329	0.064	-0.039	0.189
60.950	0.329	0.065	-0.049	0.191
60.960	0.328	0.067	-0.059	0.193
60.970	0.328	0.069	-0.068	0.194
60.980	0.327	0.071	-0.077	0.196
60.990	0.326	0.073	-0.085	0.198
61.000	0.325	0.075	-0.093	0.199
61.010	0.324	0.077	-0.100	0.201
61.020	0.323	0.079	-0.107	0.202
61.030	0.322	0.081	-0.113	0.203
61.040	0.321	0.083	-0.119	0.205
61.050	0.320	0.085	-0.124	0.206
61.060	0.319	0.087	-0.129	0.207
61.070	0.317	0.090	-0.134	0.207
61.080	0.316	0.092	-0.137	0.208
61.090	0.315	0.094	-0.140	0.209
61.100	0.313	0.096	-0.143	0.209
61.110	0.312	0.098	-0.145	0.210
61.120	0.310	0.100	-0.147	0.210
61.130	0.309	0.102	-0.148	0.210
61.140	0.307	0.104	-0.148	0.210
61.150	0.306	0.106	-0.148	0.210
61.160	0.304	0.108	-0.147	0.210
61.170	0.303	0.110	-0.146	0.210
61.180	0.301	0.113	-0.145	0.209
61.190	0.300	0.115	-0.142	0.209
61.200	0.299	0.117	-0.140	0.208
61.210	0.297	0.119	-0.136	0.208
61.220	0.296	0.121	-0.133	0.207
61.230	0.295	0.123	-0.129	0.206
61.240	0.293	0.125	-0.124	0.205
61.250	0.292	0.127	-0.119	0.204
61.260	0.291	0.129	-0.114	0.203
61.270	0.290	0.131	-0.108	0.201
61.280	0.289	0.133	-0.102	0.200
61.290	0.288	0.135	-0.096	0.198
61.300	0.287	0.137	-0.089	0.197
61.310	0.286	0.139	-0.082	0.195
61.320	0.285	0.141	-0.074	0.193
61.330	0.284	0.143	-0.066	0.191
61.340	0.284	0.145	-0.058	0.189
61.350	0.283	0.147	-0.050	0.187
61.360	0.283	0.149	-0.041	0.185
61.370	0.282	0.150	-0.032	0.183
61.380	0.282	0.152	-0.023	0.180
61.390	0.282	0.154	-0.014	0.178
61.400	0.282	0.156	-0.004	0.176
61.410	0.282	0.158	0.006	0.173
61.420	0.282	0.159	0.015	0.170
61.430	0.282	0.161	0.025	0.168
61.440	0.283	0.163	0.035	0.165
61.450	0.283	0.164	0.045	0.162
61.460	0.284	0.166	0.055	0.159
61.470	0.284	0.167	0.065	0.156
61.480	0.285	0.169	0.075	0.153
61.490	0.286	0.170	0.085	0.150
61.500	0.287	0.172	0.095	0.147
61.510	0.288	0.173	0.104	0.144
61.520	0.289	0.175	0.114	0.141
61.530	0.290	0.176	0.123	0.137
61.540	0.291	0.178	0.132	0.134
61.550	0.292	0.179	0.142	0.131
61.560	0.294	0.180	0.151	0.127
61.570	0.295	0.181	0.160	0.124
61.580	0.297	0.183	0.169	0.121
61.590	0.299	0.184	0.177	0.117
61.600	0.301	0.185	0.186	0.114
61.610	0.302	0.186	0.194	0.110
61.620	0.304	0.187	0.202	0.107
61.630	0.307	0.188	0.210	0.103
61.640	0.309	0.189	0.217	0.100
61.650	0.311	0.190	0.224	0.096
61.660	0.313	0.191	0.231	0.093
61.670	0.315	0.192	0.238	0.089
61.680	0.318	0.193	0.244	0.085
61.690	0.320	0.194	0.250	0.082
61.700	0.323	0.195	0.256	0.078
61.710	0.325	0.195	0.261	0.075
61.720	0.328	0.196	0.266	0.071
61.730	0.331	0.197	0.271	0.068
61.740	0.334	0.197	0.276	0.064
61.750	0.336	0.198	0.280	0.061
61.760	0.339	0.199	0.283	0.057
61.770	0.342	0.199	0.287	0.054
61.780	0.345	0.200	0.290	0.050
61.790	0.348	0.200	0.293	0.047
61.800	0.351	0.201	0.295	0.043
61.810	0.354	0.201	0.298	0.040
61.820	0.357	0.201	0.300	0.037
61.830	0.360	0.202	0.301	0.033
61.840	0.363	0.202	0.303	0.030
61.850	0.366	0.202	0.303	0.027
61.860	0.369	0.203	0.304	0.024
61.870	0.372	0.203	0.304	0.020
61.880	0.375	0.203	0.304	0.017
61.890	0.378	0.203	0.303	0.014
61.900	0.381	0.203	0.302	0.011
61.910	0.384	0.203	0.300	0.008
61.920	0.387	0.204	0.298	0.005
61.930	0.390	0.204	0.295	0.002
61.940	0.393	0.204	0.292	-0.001
61.950	0.396	0.204	0.289	-0.004
61.960	0.399	0.204	0.285	-0.007
61.970	0.401	0.203	0.280	-0.009
61.980	0.404	0.203	0.276	-0.012
61.990	0.407	0.203	0.271	-0.015
62.000	0.410	0.203	0.265	-0.018
62.010	0.412	0.203	0.260	-0.020
62.020	0.415	0.203	0.254	-0.023
62.030	0.417	0.202	0.248	-0.025
62.040	0.420	0.202	0.241	-0.028
62.050	0.422	0.202	0.235	-0.030
62.060	0.424	0.202	0.228	-0.033
62.070	0.427	0.201	0.222	-0.035
62.080	0.429	0.201	0.215	-0.037
62.090	0.431	0.200	0.207	-0.039
62.100	0.433	0.200	0.200	-0.042
62.110	0.435	0.200	0.192	-0.044
62.120	0.437	0.199	0.185	-0.046
62.130	0.439	0.199	0.177	-0.048
62.140	0.440	0.198	0.169	-0.050
62.150	0.442	0.198	0.160	-0.052
62.160	0.444	0.197	0.152	-0.054
62.170	0.445	0.197	0.143	-0.056
62.180	0.447	0.196	0.134	-0.057
62.190	0.448	0.195	0.125	-0.059
62.200	0.449	0.195	0.116	-0.061
62.210	0.450	0.194	0.107	-0.063
62.220	0.451	0.194	0.097	-0.064
62.230	0.452	0.193	0.087	-0.066
62.240	0.453	0.192	0.078	-0.067
62.250	0.454	0.192	0.068	-0.069
62.260	0.454	0.191	0.058	-0.070
62.270	0.455	0.190	0.048	-0.072
62.280	0.455	0.189	0.038	-0.073
62.290	0.456	0.189	0.028	-0.075
62.300	0.456	0.188	0.018	-0.076
62.310	0.456	0.187	0.008	-0.077
62.320	0.456	0.186	-0.002	-0.079
