# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.016	0.000
60.020	0.000	0.000	0.032	0.000
60.030	0.001	0.000	0.047	0.000
60.040	0.001	0.000	0.063	0.000
60.050	0.002	0.000	0.078	0.000
60.060	0.003	0.000	0.093	0.000
60.070	0.004	0.000	0.108	0.000
60.080	0.005	0.000	0.123	0.000
60.090	0.006	0.000	0.137	0.000
60.100	0.008	0.000	0.151	0.000
60.110	0.009	0.000	0.165	0.001
60.120	0.011	0.000	0.178	0.001
60.130	0.013	0.000	0.191	0.001
60.140	0.015	0.000	0.203	0.001
60.150	0.017	0.000	0.215	0.001
60.160	0.019	0.000	0.226	0.002
60.170	0.021	0.000	0.237	0.002
60.180	0.024	0.000	0.248	0.002
60.190	0.026	0.000	0.258	0.003
60.200	0.029	0.000	0.268	0.003
60.210	0.032	0.000	0.277	0.003
60.220	0.035	0.000	0.286	0.004
60.230	0.037	0.000	0.294	0.004
60.240	0.040	0.000	0.301	0.005
60.250	0.043	0.000	0.308	0.006
60.260	0.047	0.000	0.315	0.006
60.270	0.050	0.000	0.321	0.007
60.280	0.053	0.001	0.326	0.008
60.290	0.056	0.001	0.331	0.008
60.300	0.060	0.001	0.335	0.009
60.310	0.063	0.001	0.339	0.010
60.320	0.066	0.001	0.342	0.011
60.330	0.070	0.001	0.346	0.012
60.340	0.073	0.001	0.348	0.013
60.350	0.077	0.001	0.351	0.014
60.360	0.080	0.001	0.353	0.015
60.370	0.084	0.002	0.354	0.016
60.380	0.087	0.002	0.355	0.017
60.390	0.091	0.002	0.356	0.019
60.400	0.095	0.002	0.357	0.020
60.410	0.098	0.002	0.357	0.021
60.420	0.102	0.003	0.356	0.023
60.430	0.105	0.003	0.355	0.024
60.440	0.109	0.003	0.354	0.025
60.450	0.112	0.003	0.352	0.027
60.460	0.116	0.004	0.349	0.028
60.470	0.119	0.004	0.346	0.030
60.480	0.123	0.004	0.342	0.032
60.490	0.126	0.005	0.337	0.033
60.500	0.129	0.005	0.332	0.035
60.510	0.133	0.005	0.327	0.037
60.520	0.136	0.006	0.321	0.038
60.530	0.139	0.006	0.314	0.040
60.540	0.142	0.006	0.307	0.042
60.550	0.145	0.007	0.300	0.044
60.560	0.148	0.007	0.292	0.046
60.570	0.151	0.008	0.284	0.047
60.580	0.154	0.008	0.276	0.049
60.590	0.157	0.009	0.267	0.051
60.600	0.159	0.009	0.259	0.053
60.610	0.162	0.010	0.249	0.055
60.620	0.164	0.010	0.240	0.057
60.630	0.167	0.011	0.231	0.059
60.640	0.169	0.012	0.221	0.061
60.650	0.171	0.012	0.211	0.063
60.660	0.173	0.013	0.201	0.065
60.670	0.175	0.013	0.191	0.067
