# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.057	0.000
60.020	0.001	0.000	0.114	0.000
60.030	0.003	0.000	0.170	0.000
60.040	0.005	0.000	0.225	0.000
60.050	0.007	0.000	0.280	0.000
60.060	0.010	0.000	0.334	0.000
60.070	0.014	0.000	0.386	0.001
60.080	0.018	0.000	0.437	0.001
60.090	0.022	0.000	0.487	0.001
60.100	0.028	0.000	0.535	0.001
60.110	0.033	0.000	0.581	0.002
60.120	0.039	0.000	0.626	0.002
60.130	0.046	0.000	0.669	0.003
60.140	0.053	0.000	0.710	0.004
60.150	0.060	0.000	0.750	0.005
60.160	0.068	0.000	0.787	0.006
60.170	0.076	0.000	0.823	0.007
60.180	0.084	0.000	0.858	0.008
60.190	0.093	0.000	0.890	0.009
60.200	0.102	0.001	0.920	0.011
60.210	0.111	0.001	0.949	0.012
60.220	0.121	0.001	0.975	0.014
60.230	0.131	0.001	1.000	0.016
60.240	0.141	0.001	1.023	0.018
60.250	0.151	0.001	1.043	0.020
60.260	0.162	0.001	1.062	0.022
60.270	0.172	0.002	1.079	0.024
60.280	0.183	0.002	1.093	0.027
60.290	0.194	0.002	1.106	0.030
60.300	0.205	0.003	1.117	0.032
60.310	0.217	0.003	1.127	0.035
60.320	0.228	0.003	1.135	0.038
60.330	0.239	0.004	1.142	0.042
60.340	0.251	0.004	1.148	0.045
60.350	0.262	0.005	1.153	0.049
60.360	0.274	0.005	1.156	0.052
60.370	0.285	0.006	1.159	0.056
60.380	0.297	0.006	1.160	0.060
60.390	0.309	0.007	1.161	0.064
60.400	0.320	0.008	1.160	0.069
60.410	0.332	0.008	1.158	0.073
60.420	0.343	0.009	1.154	0.078
60.430	0.355	0.010	1.149	0.082
60.440	0.366	0.011	1.142	0.087
60.450	0.378	0.012	1.133	0.092
60.460	0.389	0.012	1.121	0.097
60.470	0.400	0.013	1.108	0.103
60.480	0.411	0.015	1.093	0.108
60.490	0.422	0.016	1.075	0.113
60.500	0.433	0.017	1.057	0.119
60.510	0.443	0.018	1.036	0.124
60.520	0.453	0.019	1.014	0.130
60.530	0.463	0.021	0.991	0.136
60.540	0.473	0.022	0.966	0.142
60.550	0.483	0.023	0.940	0.148
60.560	0.492	0.025	0.914	0.154
60.570	0.501	0.027	0.886	0.160
60.580	0.510	0.028	0.857	0.166
60.590	0.518	0.030	0.828	0.172
60.600	0.526	0.032	0.798	0.179
60.610	0.534	0.033	0.767	0.185
60.620	0.542	0.035	0.736	0.191
60.630	0.549	0.037	0.705	0.198
60.640	0.556	0.039	0.673	0.204
60.650	0.562	0.041	0.641	0.211
60.660	0.568	0.043	0.609	0.217
60.670	0.574	0.046	0.577	0.223
60.680	0.580	0.048	0.545	0.230
60.690	0.585	0.050	0.514	0.236
60.700	0.590	0.053	0.484	0.243
60.710	0.595	0.055	0.454	0.249
60.720	0.599	0.058	0.424	0.255
60.730	0.603	0.060	0.395	0.261
60.740	0.607	0.063	0.366	0.267
60.750	0.611	0.066	0.338	0.274
60.760	0.614	0.068	0.309	0.280
60.770	0.617	0.071	0.281	0.286
60.780	0.620	0.074	0.253	0.291
60.790	0.622	0.077	0.226	0.297
60.800	0.624	0.080	0.198	0.303
60.810	0.626	0.083	0.171	0.308
60.820	0.628	0.086	0.144	0.314
60.830	0.629	0.089	0.118	0.319
60.840	0.630	0.093	0.092	0.325
60.850	0.631	0.096	0.066	0.330
60.860	0.631	0.099	0.041	0.335
60.870	0.631	0.103	0.016	0.339
60.880	0.631	0.106	-0.008	0.344
60.890	0.631	0.109	-0.031	0.349
60.900	0.631	0.113	-0.054	0.353
60.910	0.630	0.116	-0.076	0.357
60.920	0.629	0.120	-0.096	0.361
60.930	0.628	0.124	-0.116	0.365
60.940	0.627	0.127	-0.134	0.369
60.950	0.626	0.131	-0.151	0.373
60.960	0.624	0.135	-0.167	0.376
60.970	0.622	0.139	-0.182	0.379
60.980	0.620	0.142	-0.196	0.382
60.990	0.618	0.146	-0.209	0.385
61.000	0.616	0.150	-0.221	0.388
