# t	x1	x2	dx1	dx2
60.000	0.000	0.000	0.000	0.000
60.010	0.000	0.000	0.046	0.000
60.020	0.001	0.000	0.091	0.000
60.030	0.002	0.000	0.136	0.000
60.040	0.004	0.000	0.180	0.000
60.050	0.006	0.000	0.224	0.000
60.060	0.008	0.000	0.267	0.000
60.070	0.011	0.000	0.309	0.000
60.080	0.014	0.000	0.350	0.001
60.090	0.018	0.000	0.390	0.001
60.100	0.022	0.000	0.429	0.001
60.110	0.027	0.000	0.467	0.002
60.120	0.031	0.000	0.503	0.002
60.130	0.037	0.000	0.538	0.002
60.140	0.042	0.000	0.571	0.003
60.150	0.048	0.000	0.603	0.004
60.160	0.054	0.000	0.634	0.004
60.170	0.061	0.000	0.663	0.005
60.180	0.067	0.000	0.691	0.006
60.190	0.075	0.000	0.718	0.007
60.200	0.082	0.000	0.743	0.008
60.210	0.089	0.001	0.766	0.010
60.220	0.097	0.001	0.788	0.011
60.230	0.105	0.001	0.808	0.013
60.240	0.113	0.001	0.827	0.014
60.250	0.122	0.001	0.844	0.016
60.260	0.130	0.001	0.860	0.018
60.270	0.139	0.001	0.874	0.020
60.280	0.148	0.002	0.886	0.022
60.290	0.157	0.002	0.897	0.024
60.300	0.166	0.002	0.907	0.026
60.310	0.175	0.002	0.915	0.028
60.320	0.184	0.003	0.922	0.031
60.330	0.193	0.003	0.929	0.034
60.340	0.202	0.003	0.934	0.036
60.350	0.212	0.004	0.938	0.039
60.360	0.221	0.004	0.942	0.042
60.370	0.231	0.005	0.944	0.045
60.380	0.240	0.005	0.945	0.049
60.390	0.250	0.006	0.946	0.052
60.400	0.259	0.006	0.945	0.055
60.410	0.268	0.007	0.943	0.059
60.420	0.278	0.007	0.940	0.063
60.430	0.287	0.008	0.936	0.067
60.440	0.297	0.009	0.931	0.070
60.450	0.306	0.009	0.924	0.074
60.460	0.315	0.010	0.915	0.079
60.470	0.324	0.011	0.905	0.083
60.480	0.333	0.012	0.893	0.087
60.490	0.342	0.013	0.879	0.092
60.500	0.351	0.014	0.864	0.096
60.510	0.359	0.015	0.848	0.101
